holding_id,portfolio_id,security_id,security_symbol,security_name,security_type,shares,purchase_price,current_price,purchase_date
HOLD000270,PORT00023,SEC00094,UBZ,Security 61,Bond,484.46,444.38,288.77,2022-05-03
HOLD000271,PORT00023,SEC00073,JSW,Security 79,Mutual Fund,858.79,318.44,400.42,2021-09-01
HOLD000272,PORT00023,SEC00016,WQT,Security 67,Option,852.63,198.67,99.0,2021-08-05
HOLD000273,PORT00023,SEC00074,HYY,Security 91,ETF,450.39,37.53,330.76,2023-11-01
HOLD000274,PORT00023,SEC00053,XBA,Security 22,Bond,583.03,380.2,455.97,2023-02-22
HOLD000275,PORT00023,SEC00004,HJS,Security 25,Mutual Fund,747.34,113.92,67.58,2023-09-19
HOLD000276,PORT00023,SEC00008,PTW,Security 67,ETF,393.95,301.67,129.05,2023-07-20
HOLD000277,PORT00023,SEC00094,RYT,Security 16,Option,358.84,31.69,425.3,2024-03-02
HOLD000278,PORT00023,SEC00049,WHJ,Security 63,ETF,468.26,61.41,427.8,2021-08-30
HOLD000279,PORT00024,SEC00026,UZG,Security 39,Mutual Fund,933.38,70.26,27.72,2024-11-26
HOLD000280,PORT00024,SEC00071,AFS,Security 9,Mutual Fund,201.78,291.89,480.04,2025-01-29
HOLD000281,PORT00024,SEC00099,BOI,Security 65,Stock,69.2,186.26,234.42,2025-07-30
HOLD000282,PORT00024,SEC00045,MKE,Security 22,ETF,881.41,306.27,376.91,2022-05-14
HOLD000283,PORT00024,SEC00071,AOL,Security 5,Stock,571.1,199.61,12.08,2024-07-28
HOLD000284,PORT00024,SEC00027,QQW,Security 68,Stock,429.36,401.27,464.91,2021-07-21
HOLD000285,PORT00024,SEC00026,QEQ,Security 62,Option,687.48,322.49,314.28,2025-06-13
HOLD000286,PORT00024,SEC00088,OEG,Security 44,Bond,558.98,273.63,184.31,2021-02-04
HOLD000287,PORT00024,SEC00013,GNT,Security 100,Option,170.34,254.41,487.68,2025-10-04
HOLD000288,PORT00024,SEC00004,FGZ,Security 75,ETF,856.0,418.95,141.83,2025-07-09
HOLD000289,PORT00024,SEC00027,JLZ,Security 100,Mutual Fund,64.13,110.9,261.31,2021-04-21
HOLD000290,PORT00024,SEC00065,YHF,Security 65,Option,976.32,226.69,395.02,2025-04-02
HOLD000291,PORT00024,SEC00006,LOK,Security 34,Option,546.15,48.05,47.04,2022-11-25
HOLD000292,PORT00024,SEC00002,TRC,Security 53,ETF,818.64,438.93,364.81,2022-11-02
HOLD000293,PORT00024,SEC00073,RUT,Security 14,Stock,156.17,64.57,482.49,2025-05-06
HOLD000294,PORT00024,SEC00035,HRV,Security 38,Stock,108.22,490.58,176.12,2022-05-10
HOLD000295,PORT00024,SEC00037,AVY,Security 26,Bond,934.11,310.19,218.14,2022-08-16
HOLD000296,PORT00024,SEC00008,BOB,Security 43,Mutual Fund,204.4,313.93,439.05,2021-10-20
HOLD000297,PORT00025,SEC00058,CRN,Security 75,Option,410.91,440.66,39.16,2023-05-28
HOLD000298,PORT00025,SEC00064,NFM,Security 7,Option,673.31,369.41,81.4,2021-11-17
HOLD000299,PORT00025,SEC00062,VJL,Security 32,ETF,600.19,379.78,206.7,2021-04-04
HOLD000300,PORT00025,SEC00054,RFM,Security 89,Stock,709.07,305.84,284.72,2021-07-27
HOLD000301,PORT00025,SEC00003,JDO,Security 79,Mutual Fund,556.33,339.67,457.4,2025-08-30
HOLD000302,PORT00025,SEC00031,HKB,Security 4,Bond,444.53,202.78,26.54,2021-04-06
HOLD000303,PORT00025,SEC00067,KKB,Security 27,Option,872.63,147.28,225.1,2021-05-13
HOLD000304,PORT00025,SEC00011,ANQ,Security 84,Option,946.76,104.78,46.45,2023-04-10
HOLD000305,PORT00025,SEC00032,NOE,Security 32,Stock,59.12,339.84,358.94,2022-05-27
HOLD000306,PORT00025,SEC00038,LSO,Security 46,Stock,250.19,63.43,14.92,2023-02-05
HOLD000307,PORT00025,SEC00029,ARC,Security 49,Bond,968.63,255.39,50.57,2021-08-14
HOLD000308,PORT00025,SEC00044,AEY,Security 60,Bond,951.19,403.24,171.93,2023-06-10
HOLD000309,PORT00025,SEC00059,YFN,Security 11,Option,318.92,358.56,391.86,2023-09-23
HOLD000310,PORT00025,SEC00015,WFP,Security 25,Mutual Fund,561.74,401.57,331.94,2024-04-08
HOLD000311,PORT00025,SEC00025,JQE,Security 19,Option,919.13,13.52,396.99,2024-01-14
HOLD000312,PORT00025,SEC00058,MFV,Security 28,ETF,171.67,292.27,210.86,2025-04-22
HOLD000313,PORT00025,SEC00032,XKZ,Security 1,Bond,311.15,432.46,366.41,2021-05-10
HOLD000314,PORT00025,SEC00044,KZY,Security 23,Mutual Fund,986.88,261.93,228.61,2022-01-07
HOLD000315,PORT00025,SEC00081,BQR,Security 6,ETF,696.31,111.21,428.2,2023-03-17
HOLD000316,PORT00025,SEC00019,ZSQ,Security 81,Option,549.87,31.22,179.25,2025-05-16
HOLD000317,PORT00026,SEC00060,XFR,Security 23,Option,97.41,224.87,205.76,2024-04-22
HOLD000318,PORT00026,SEC00030,DUM,Security 80,Mutual Fund,925.61,325.08,464.3,2025-07-23
HOLD000319,PORT00026,SEC00053,QIC,Security 98,Stock,805.12,219.39,437.78,2022-05-15
HOLD000320,PORT00026,SEC00007,XCF,Security 19,Stock,756.49,184.07,491.47,2021-07-03
HOLD000321,PORT00026,SEC00040,ZZP,Security 99,Bond,237.18,235.82,162.6,2021-01-20
HOLD000322,PORT00026,SEC00037,QSW,Security 30,ETF,570.81,257.93,354.38,2024-12-17
HOLD000323,PORT00026,SEC00044,BSD,Security 28,Mutual Fund,661.15,369.15,356.08,2022-09-30
HOLD000324,PORT00026,SEC00100,CGP,Security 90,Mutual Fund,182.45,414.41,159.16,2025-06-16
HOLD000325,PORT00026,SEC00041,YPA,Security 73,Option,375.15,432.61,39.84,2024-05-28
HOLD000326,PORT00026,SEC00052,ZAK,Security 80,Option,593.72,90.34,68.51,2025-10-05
HOLD000327,PORT00026,SEC00087,JJX,Security 63,ETF,669.3,407.5,63.46,2021-05-03
HOLD000328,PORT00026,SEC00037,SYI,Security 26,Mutual Fund,14.08,40.53,123.18,2021-07-27
HOLD000329,PORT00027,SEC00065,DTJ,Security 87,Mutual Fund,455.01,164.2,136.1,2021-12-30
HOLD000330,PORT00027,SEC00047,FHK,Security 48,Option,602.33,71.53,406.05,2023-11-07
HOLD000331,PORT00027,SEC00001,LLE,Security 36,Stock,100.08,264.56,324.91,2025-05-28
HOLD000332,PORT00027,SEC00042,JAZ,Security 79,Option,170.37,312.56,345.67,2024-10-20
HOLD000333,PORT00027,SEC00038,NMF,Security 77,ETF,160.43,362.58,154.34,2024-08-22
HOLD000334,PORT00027,SEC00046,IZL,Security 92,Option,592.8,232.61,221.44,2024-03-18
HOLD000335,PORT00027,SEC00067,XLZ,Security 43,Stock,48.94,132.32,394.91,2022-06-26
HOLD000336,PORT00027,SEC00093,UOF,Security 77,ETF,684.43,389.9,439.5,2022-11-10
HOLD000337,PORT00027,SEC00051,MCS,Security 65,Bond,880.09,170.54,22.14,2025-08-31
HOLD000338,PORT00027,SEC00054,EBS,Security 82,Mutual Fund,996.35,117.3,148.42,2025-11-02
HOLD000339,PORT00027,SEC00020,HWY,Security 3,Stock,783.52,106.04,373.62,2021-06-06
HOLD000340,PORT00027,SEC00009,HEM,Security 31,Bond,598.12,280.61,262.29,2022-07-30
HOLD000341,PORT00027,SEC00053,NNQ,Security 52,ETF,201.69,496.4,370.22,2025-03-13
HOLD000342,PORT00027,SEC00046,VHS,Security 12,Bond,169.16,460.57,303.87,2024-06-21
HOLD000343,PORT00027,SEC00025,WYV,Security 52,Stock,911.14,215.55,37.07,2021-08-22
HOLD000344,PORT00027,SEC00031,NZW,Security 39,Mutual Fund,258.01,378.14,334.35,2023-10-06
HOLD000345,PORT00027,SEC00097,TIJ,Security 18,Stock,715.89,16.85,227.08,2022-06-12
HOLD000346,PORT00027,SEC00079,UBL,Security 27,Stock,230.09,210.82,445.32,2022-05-20
HOLD000347,PORT00028,SEC00044,DUR,Security 60,Stock,33.99,19.68,417.05,2024-05-05
HOLD000348,PORT00028,SEC00055,IYY,Security 52,Bond,531.74,284.09,84.25,2022-12-30
HOLD000349,PORT00028,SEC00040,BCJ,Security 94,Mutual Fund,738.3,311.89,494.54,2022-09-10
HOLD000350,PORT00028,SEC00006,WUV,Security 44,ETF,956.02,117.47,258.17,2024-01-13
HOLD000351,PORT00028,SEC00035,DNH,Security 14,Option,602.6,88.39,421.65,2023-11-23
HOLD000352,PORT00028,SEC00005,YAN,Security 85,Option,840.76,479.45,87.73,2024-01-08
HOLD000353,PORT00028,SEC00025,TUA,Security 88,Stock,953.98,460.48,356.58,2021-12-01
HOLD000354,PORT00029,SEC00092,WJY,Security 65,Stock,774.67,408.62,310.88,2021-08-31
HOLD000355,PORT00029,SEC00069,WSB,Security 26,Bond,932.55,440.81,442.09,2024-07-30
HOLD000356,PORT00029,SEC00062,LYU,Security 86,Option,106.04,115.29,10.59,2025-05-03
HOLD000357,PORT00029,SEC00018,COA,Security 79,Option,704.72,148.83,168.34,2023-04-21
HOLD000358,PORT00029,SEC00009,RCG,Security 33,Stock,62.19,431.37,23.29,2025-03-28
HOLD000359,PORT00029,SEC00050,SDW,Security 70,Mutual Fund,213.6,498.33,37.96,2023-02-05
HOLD000360,PORT00029,SEC00004,OMS,Security 49,ETF,980.66,100.71,356.53,2022-05-30
HOLD000361,PORT00029,SEC00016,EPZ,Security 14,ETF,481.92,477.23,87.47,2022-11-16
HOLD000362,PORT00029,SEC00084,KWU,Security 64,Option,765.82,44.72,395.06,2021-10-09
HOLD000363,PORT00029,SEC00017,QSJ,Security 9,ETF,814.73,348.11,403.07,2021-06-04
HOLD000364,PORT00029,SEC00030,CQL,Security 48,Bond,662.86,213.4,195.61,2023-03-07
HOLD000365,PORT00029,SEC00070,OTV,Security 1,Mutual Fund,900.3,157.38,445.09,2025-06-11
HOLD000366,PORT00029,SEC00055,VXM,Security 77,Stock,87.33,185.32,151.39,2022-04-26
HOLD000367,PORT00029,SEC00041,EYJ,Security 18,ETF,961.42,489.99,386.57,2023-08-04
HOLD000368,PORT00029,SEC00085,SZN,Security 73,ETF,411.75,219.34,395.21,2021-04-28
HOLD000369,PORT00029,SEC00002,BOR,Security 23,Option,805.97,68.38,412.66,2025-10-30
HOLD000370,PORT00029,SEC00034,DYH,Security 64,Option,865.58,324.84,142.72,2025-08-30
HOLD000371,PORT00029,SEC00038,SPB,Security 27,Option,235.69,56.53,126.81,2020-12-26
HOLD000372,PORT00029,SEC00013,CLL,Security 63,ETF,55.2,273.94,16.02,2022-01-16
HOLD000373,PORT00029,SEC00085,PQJ,Security 79,Stock,504.49,377.62,496.19,2023-10-13
HOLD000374,PORT00030,SEC00088,WTJ,Security 30,Bond,25.53,471.16,490.2,2025-01-18
HOLD000375,PORT00030,SEC00017,GSY,Security 82,Bond,649.88,142.95,130.83,2023-05-15
HOLD000376,PORT00030,SEC00011,HGY,Security 72,Mutual Fund,964.7,133.45,88.56,2023-04-12
HOLD000377,PORT00030,SEC00071,CEZ,Security 15,Option,390.6,328.29,414.21,2022-04-22
HOLD000378,PORT00030,SEC00090,PHL,Security 11,Mutual Fund,657.26,150.94,287.89,2025-08-17
HOLD000379,PORT00031,SEC00056,BOW,Security 56,ETF,267.03,54.18,143.49,2024-04-10
HOLD000380,PORT00031,SEC00094,XMU,Security 72,Bond,263.21,170.22,300.47,2023-12-26
HOLD000381,PORT00031,SEC00014,VKP,Security 77,Option,836.33,22.18,422.72,2024-08-05
HOLD000382,PORT00031,SEC00019,NUS,Security 61,Bond,405.67,222.72,465.62,2021-09-28
HOLD000383,PORT00031,SEC00008,COT,Security 67,Bond,819.22,54.35,30.05,2024-01-04
HOLD000384,PORT00031,SEC00080,FPR,Security 32,Bond,180.49,172.85,363.88,2023-10-17
HOLD000385,PORT00031,SEC00072,HIK,Security 15,Stock,427.34,351.57,351.17,2021-04-08
HOLD000386,PORT00031,SEC00050,LCK,Security 84,Stock,217.5,83.45,384.8,2024-12-21
HOLD000387,PORT00031,SEC00054,ETY,Security 26,ETF,763.51,260.36,122.43,2024-05-10
HOLD000388,PORT00031,SEC00093,TTM,Security 7,Mutual Fund,151.14,26.28,457.55,2022-10-31
HOLD000389,PORT00031,SEC00070,EKE,Security 49,ETF,681.86,47.39,104.45,2023-01-23
HOLD000390,PORT00031,SEC00065,LCL,Security 65,ETF,577.24,439.53,310.35,2021-03-23
HOLD000391,PORT00031,SEC00066,OCQ,Security 68,Bond,595.65,49.59,238.76,2025-11-11
HOLD000392,PORT00031,SEC00099,PMN,Security 13,Mutual Fund,254.92,354.78,371.24,2022-03-18
HOLD000393,PORT00031,SEC00081,NDQ,Security 57,Stock,28.22,49.43,115.29,2024-02-20
HOLD000394,PORT00031,SEC00009,EFA,Security 9,ETF,203.01,228.34,305.49,2024-07-21
HOLD000395,PORT00031,SEC00052,JUO,Security 24,Mutual Fund,593.47,412.56,197.13,2024-05-19
HOLD000396,PORT00032,SEC00013,WFE,Security 66,Option,530.1,111.95,167.43,2024-06-27
HOLD000397,PORT00032,SEC00014,IHB,Security 13,Option,251.2,203.99,438.13,2024-08-04
HOLD000398,PORT00032,SEC00052,GEK,Security 14,Mutual Fund,238.97,31.49,357.88,2022-04-08
HOLD000399,PORT00032,SEC00029,ARA,Security 38,Mutual Fund,222.34,26.4,27.92,2024-01-30
HOLD000400,PORT00032,SEC00079,BJO,Security 48,Mutual Fund,700.63,245.48,302.64,2023-04-15
HOLD000401,PORT00032,SEC00014,HLS,Security 42,Stock,642.66,258.7,147.08,2023-08-01
HOLD000402,PORT00032,SEC00075,WDP,Security 20,Option,301.97,413.36,80.52,2025-04-09
HOLD000403,PORT00032,SEC00079,TEP,Security 22,Mutual Fund,86.84,414.54,354.66,2022-11-17
HOLD000404,PORT00032,SEC00026,HHG,Security 8,ETF,364.63,482.91,314.14,2021-05-23
HOLD000405,PORT00032,SEC00058,YMC,Security 31,Mutual Fund,343.49,356.18,12.23,2025-01-12
HOLD000406,PORT00033,SEC00057,TND,Security 85,ETF,457.53,336.54,26.62,2021-05-03
HOLD000407,PORT00033,SEC00023,RBR,Security 45,Mutual Fund,691.26,231.88,328.64,2024-05-18
HOLD000408,PORT00033,SEC00070,RWT,Security 71,Bond,222.45,350.96,54.99,2023-01-13
HOLD000409,PORT00033,SEC00074,NRH,Security 47,Mutual Fund,34.67,77.77,168.81,2023-09-03
HOLD000410,PORT00033,SEC00033,AXM,Security 4,Mutual Fund,396.97,451.99,456.53,2020-12-22
HOLD000411,PORT00033,SEC00078,ABQ,Security 71,Option,337.51,15.01,291.97,2024-01-09
HOLD000412,PORT00033,SEC00064,VFP,Security 42,Stock,765.44,221.06,131.27,2022-02-28
HOLD000413,PORT00033,SEC00053,FET,Security 69,Bond,865.46,89.21,15.96,2024-07-11
HOLD000414,PORT00033,SEC00066,MKG,Security 12,Bond,196.59,284.15,264.29,2024-05-29
HOLD000415,PORT00034,SEC00008,SIC,Security 68,Mutual Fund,296.21,489.41,358.8,2025-01-07
HOLD000416,PORT00034,SEC00100,BIF,Security 40,Mutual Fund,997.24,254.77,439.03,2023-04-09
HOLD000417,PORT00034,SEC00024,OGY,Security 12,Bond,902.5,428.11,474.55,2021-04-07
HOLD000418,PORT00034,SEC00091,CDU,Security 66,Stock,510.5,434.34,480.61,2022-04-14
HOLD000419,PORT00034,SEC00098,FVS,Security 29,Option,37.05,144.74,269.12,2023-12-21
HOLD000420,PORT00034,SEC00099,UOF,Security 78,Stock,233.49,76.57,51.17,2023-06-27
HOLD000421,PORT00034,SEC00043,DKL,Security 55,ETF,237.7,102.96,194.2,2025-08-16
HOLD000422,PORT00034,SEC00059,EZO,Security 60,Option,874.57,353.88,366.82,2022-05-13
HOLD000423,PORT00034,SEC00043,UXT,Security 63,Bond,152.59,215.63,190.31,2023-03-24
HOLD000424,PORT00035,SEC00045,AEW,Security 12,Stock,598.74,172.18,362.73,2023-10-28
HOLD000425,PORT00035,SEC00066,VYG,Security 51,Option,865.42,171.32,41.85,2021-07-30
HOLD000426,PORT00035,SEC00007,UEI,Security 84,Mutual Fund,656.25,484.35,328.01,2021-06-07
HOLD000427,PORT00035,SEC00019,MOI,Security 56,Option,680.24,427.02,481.19,2024-03-11
HOLD000428,PORT00035,SEC00025,FYE,Security 21,Option,192.77,417.71,415.72,2024-10-17
HOLD000429,PORT00035,SEC00002,FVP,Security 27,Bond,126.41,24.96,158.43,2024-04-12
HOLD000430,PORT00036,SEC00083,AAI,Security 46,Bond,300.66,144.43,408.57,2024-11-10
HOLD000431,PORT00036,SEC00022,PXZ,Security 78,Bond,500.76,251.82,247.22,2024-05-07
HOLD000432,PORT00036,SEC00099,HGI,Security 60,ETF,168.2,20.34,433.1,2022-11-29
HOLD000433,PORT00036,SEC00091,IJH,Security 63,ETF,909.82,81.41,280.77,2025-01-19
HOLD000434,PORT00036,SEC00044,VLS,Security 78,Mutual Fund,798.04,151.24,89.75,2021-06-21
HOLD000435,PORT00037,SEC00045,SML,Security 48,Option,551.74,222.48,441.22,2022-05-10
HOLD000436,PORT00037,SEC00096,YVY,Security 74,Mutual Fund,954.48,482.96,468.75,2025-11-17
HOLD000437,PORT00037,SEC00065,ZYV,Security 57,Stock,54.04,81.93,174.53,2022-06-27
HOLD000438,PORT00037,SEC00083,DMS,Security 28,Stock,505.4,339.02,139.31,2021-02-11
HOLD000439,PORT00037,SEC00036,YMV,Security 37,Option,322.9,431.88,442.37,2023-09-30
HOLD000440,PORT00037,SEC00086,VKM,Security 90,ETF,12.24,335.49,252.09,2022-04-08
HOLD000441,PORT00037,SEC00019,IZX,Security 41,Stock,995.51,126.49,39.22,2023-08-11
HOLD000442,PORT00037,SEC00015,YEO,Security 94,Bond,293.28,265.65,173.33,2023-03-15
HOLD000443,PORT00037,SEC00077,YVJ,Security 80,Mutual Fund,75.67,282.81,347.29,2024-12-19
HOLD000444,PORT00037,SEC00056,KVI,Security 75,Mutual Fund,223.67,467.86,190.39,2020-12-22
HOLD000445,PORT00037,SEC00045,ITJ,Security 11,Mutual Fund,512.73,160.5,302.21,2023-12-26
HOLD000446,PORT00037,SEC00086,AFE,Security 21,Option,329.94,372.74,372.02,2022-03-08
HOLD000447,PORT00037,SEC00072,TOM,Security 66,Stock,75.7,354.27,182.29,2021-03-31
HOLD000448,PORT00037,SEC00090,QTD,Security 40,Option,62.47,266.87,216.79,2022-09-25
HOLD000449,PORT00037,SEC00016,ZLO,Security 36,Option,755.35,24.64,158.07,2023-01-25
HOLD000450,PORT00037,SEC00086,NYS,Security 6,Option,664.18,433.79,86.02,2021-04-21
HOLD000451,PORT00037,SEC00064,XQE,Security 21,Mutual Fund,573.59,369.41,305.21,2024-07-25
HOLD000452,PORT00037,SEC00040,EYP,Security 35,Option,450.22,256.97,234.06,2024-12-09
HOLD000453,PORT00037,SEC00022,QZC,Security 48,Mutual Fund,78.33,209.0,419.12,2024-03-23
HOLD000454,PORT00037,SEC00079,THX,Security 63,Bond,592.64,164.66,455.92,2022-01-11
HOLD000455,PORT00038,SEC00005,IGB,Security 13,ETF,58.36,78.22,212.98,2024-08-09
HOLD000456,PORT00038,SEC00096,PLT,Security 77,ETF,691.22,99.7,290.1,2023-01-21
HOLD000457,PORT00038,SEC00040,MUQ,Security 47,Option,807.95,177.44,211.25,2025-09-23
HOLD000458,PORT00038,SEC00048,AVZ,Security 42,ETF,364.17,383.41,292.02,2023-11-16
HOLD000459,PORT00038,SEC00092,GXT,Security 21,Option,675.16,50.47,268.93,2022-05-23
HOLD000460,PORT00038,SEC00084,VDT,Security 33,Stock,344.65,255.37,422.29,2023-07-30
HOLD000461,PORT00038,SEC00093,LFS,Security 11,Option,585.65,105.63,265.96,2023-11-06
HOLD000462,PORT00038,SEC00070,GBO,Security 50,Option,137.68,412.0,452.99,2024-06-27
HOLD000463,PORT00038,SEC00018,MAE,Security 97,Mutual Fund,276.33,356.0,55.62,2021-11-15
HOLD000464,PORT00039,SEC00097,QJT,Security 50,Bond,732.85,138.44,359.47,2022-01-08
HOLD000465,PORT00039,SEC00053,RXJ,Security 70,Mutual Fund,35.02,20.84,127.42,2021-12-20
HOLD000466,PORT00039,SEC00039,EZF,Security 30,Mutual Fund,725.99,375.4,145.49,2021-12-28
HOLD000467,PORT00039,SEC00095,ALP,Security 93,Stock,959.45,413.94,333.68,2023-06-24
HOLD000468,PORT00039,SEC00017,BQU,Security 5,Bond,3.96,328.38,446.9,2024-06-16
HOLD000469,PORT00039,SEC00012,ELQ,Security 65,ETF,688.69,153.05,331.03,2025-11-23
HOLD000470,PORT00039,SEC00018,UFK,Security 6,Option,167.95,346.01,70.86,2022-06-11
HOLD000471,PORT00039,SEC00070,QKK,Security 21,ETF,85.96,78.45,390.74,2025-02-18
HOLD000472,PORT00039,SEC00063,BEW,Security 49,Stock,130.13,286.37,386.04,2022-08-23
HOLD000473,PORT00039,SEC00063,MAI,Security 6,Bond,451.59,271.13,348.77,2024-09-17
HOLD000474,PORT00039,SEC00100,AZD,Security 2,Stock,516.08,475.72,490.04,2021-03-23
HOLD000475,PORT00039,SEC00045,EKI,Security 5,Stock,746.18,113.51,337.73,2025-04-08
HOLD000476,PORT00040,SEC00036,XKP,Security 50,Mutual Fund,564.63,226.88,334.05,2023-05-09
HOLD000477,PORT00040,SEC00080,EMW,Security 97,Option,633.14,50.81,329.48,2022-01-09
HOLD000478,PORT00040,SEC00094,CNW,Security 86,Mutual Fund,389.84,202.56,317.45,2024-11-11
HOLD000479,PORT00040,SEC00056,NHV,Security 91,Stock,513.4,76.47,482.87,2023-01-27
HOLD000480,PORT00040,SEC00083,YOM,Security 70,Bond,293.47,264.63,158.43,2021-03-02
HOLD000481,PORT00040,SEC00041,CMN,Security 24,ETF,223.71,225.46,168.59,2022-01-06
HOLD000482,PORT00040,SEC00066,YJK,Security 23,Mutual Fund,31.38,179.58,140.16,2025-04-07
HOLD000483,PORT00040,SEC00053,RGY,Security 26,Stock,876.5,97.11,338.03,2021-08-01
HOLD000484,PORT00040,SEC00040,OFU,Security 31,Option,33.28,103.22,230.72,2024-01-26
HOLD000485,PORT00040,SEC00043,JIA,Security 22,ETF,945.54,455.34,55.77,2021-08-11
HOLD000486,PORT00040,SEC00023,IHE,Security 1,Mutual Fund,529.1,319.14,24.36,2021-09-16
HOLD000487,PORT00041,SEC00079,AUI,Security 84,Bond,385.48,412.89,341.48,2025-05-10
HOLD000488,PORT00041,SEC00087,XHM,Security 84,ETF,416.5,104.93,316.35,2022-12-21
HOLD000489,PORT00041,SEC00047,ERK,Security 88,Bond,609.15,164.12,261.63,2024-09-24
HOLD000490,PORT00041,SEC00090,VDE,Security 4,Stock,227.82,456.54,373.74,2021-10-08
HOLD000491,PORT00041,SEC00078,MQK,Security 48,Option,812.15,167.89,86.96,2021-09-30
HOLD000492,PORT00041,SEC00012,PPX,Security 71,Stock,12.24,255.26,433.97,2024-02-07
HOLD000493,PORT00041,SEC00073,GTA,Security 32,Stock,378.35,402.81,70.19,2023-02-05
HOLD000494,PORT00041,SEC00086,ZAF,Security 96,Stock,302.21,101.13,469.61,2021-08-24
HOLD000495,PORT00041,SEC00080,BZO,Security 66,Bond,276.57,59.24,236.29,2022-02-21
HOLD000496,PORT00041,SEC00018,LVA,Security 17,Stock,809.23,296.66,466.6,2022-08-16
HOLD000497,PORT00041,SEC00028,BUN,Security 89,Stock,863.45,143.49,258.86,2025-01-25
HOLD000498,PORT00041,SEC00080,CHL,Security 25,Option,781.17,143.46,430.48,2022-01-22
HOLD000499,PORT00041,SEC00084,DQY,Security 62,Bond,468.28,95.25,476.04,2024-10-23
HOLD000500,PORT00041,SEC00030,ZCO,Security 45,ETF,814.83,102.85,492.39,2021-02-06
HOLD000501,PORT00041,SEC00015,DLS,Security 49,Option,800.3,317.26,451.02,2022-07-25
HOLD000502,PORT00041,SEC00088,CXO,Security 71,Stock,949.0,281.63,456.59,2023-02-16
HOLD000503,PORT00041,SEC00051,HID,Security 96,ETF,184.74,119.15,451.56,2024-05-28
HOLD000504,PORT00041,SEC00004,UFW,Security 27,ETF,233.18,116.53,457.01,2021-11-10
HOLD000505,PORT00041,SEC00035,LWW,Security 60,Mutual Fund,97.93,71.72,469.87,2022-10-12
HOLD000506,PORT00041,SEC00055,AXV,Security 91,Bond,475.17,443.2,380.45,2021-02-06
HOLD000507,PORT00042,SEC00034,EKZ,Security 29,Stock,476.69,21.52,73.38,2023-04-20
HOLD000508,PORT00042,SEC00063,FDU,Security 94,ETF,667.22,285.57,451.45,2023-02-20
HOLD000509,PORT00042,SEC00093,ERY,Security 59,Option,952.01,385.89,176.73,2025-08-18
HOLD000510,PORT00042,SEC00081,GCX,Security 22,Bond,373.68,148.84,493.08,2024-08-08
HOLD000511,PORT00042,SEC00056,NFK,Security 30,Option,376.6,65.25,488.18,2025-01-26
HOLD000512,PORT00042,SEC00100,GSK,Security 26,Stock,148.5,177.39,289.02,2024-11-07
HOLD000513,PORT00042,SEC00020,GZS,Security 81,Bond,938.0,175.81,356.58,2022-03-08
HOLD000514,PORT00042,SEC00088,CBL,Security 90,Stock,544.88,490.71,30.58,2023-03-08
HOLD000515,PORT00042,SEC00073,PZE,Security 21,Option,943.27,34.29,283.31,2025-04-09
HOLD000516,PORT00042,SEC00072,WQO,Security 2,Option,600.52,173.37,30.4,2025-08-15
HOLD000517,PORT00042,SEC00029,QRU,Security 79,Stock,102.29,495.83,72.98,2025-09-20
HOLD000518,PORT00042,SEC00030,MAS,Security 51,Stock,191.99,251.67,286.04,2023-08-26
HOLD000519,PORT00042,SEC00010,FMS,Security 1,ETF,133.17,365.17,39.55,2023-04-05
HOLD000520,PORT00042,SEC00078,HWJ,Security 38,ETF,605.99,307.44,322.96,2025-04-06
HOLD000521,PORT00042,SEC00007,FGC,Security 74,Bond,443.22,368.38,322.32,2021-10-21
HOLD000522,PORT00043,SEC00035,IMA,Security 1,ETF,984.63,446.83,441.39,2024-06-24
HOLD000523,PORT00043,SEC00076,FGK,Security 80,Bond,61.05,247.97,113.11,2022-02-26
HOLD000524,PORT00043,SEC00007,ZJS,Security 97,Option,490.53,429.28,170.81,2021-08-02
HOLD000525,PORT00043,SEC00006,DJI,Security 29,Stock,99.28,450.3,316.88,2023-06-28
HOLD000526,PORT00043,SEC00063,AZL,Security 14,Bond,686.3,38.02,163.61,2024-02-04
HOLD000527,PORT00043,SEC00026,LYV,Security 38,Bond,744.66,219.12,338.02,2021-08-05
HOLD000528,PORT00044,SEC00045,LRI,Security 78,Stock,126.32,279.36,198.11,2021-04-08
HOLD000529,PORT00044,SEC00040,FJS,Security 11,Mutual Fund,781.39,173.73,313.92,2025-04-03
HOLD000530,PORT00044,SEC00065,TJM,Security 42,Option,338.97,368.89,490.5,2021-04-16
HOLD000531,PORT00044,SEC00080,RSH,Security 84,Stock,84.68,218.7,485.78,2023-04-07
HOLD000532,PORT00044,SEC00078,EJF,Security 49,Bond,913.28,426.93,42.35,2024-02-06
HOLD000533,PORT00044,SEC00003,ODN,Security 69,Option,823.98,480.21,81.02,2021-08-19
HOLD000534,PORT00044,SEC00016,PDC,Security 36,ETF,926.31,489.0,112.59,2025-09-18
HOLD000535,PORT00044,SEC00012,KYP,Security 8,Mutual Fund,355.8,371.11,423.11,2024-05-09
HOLD000536,PORT00044,SEC00032,VAE,Security 99,ETF,834.08,201.74,330.44,2022-03-18
HOLD000537,PORT00044,SEC00074,DVQ,Security 17,Mutual Fund,768.27,144.51,147.45,2025-02-07
HOLD000538,PORT00044,SEC00093,RHE,Security 33,Bond,986.26,30.21,172.06,2025-06-09
