payment_id,loan_id,payment_date,amount,principal_paid,interest_paid,remaining_balance,status
LPAY00000314,LOAN000028,2025-09-15,4629.58,158.41,836.25,172193.33,Returned
LPAY00000315,LOAN000028,2024-02-05,3976.93,3838.65,805.58,356659.34,Posted
LPAY00000316,LOAN000029,2024-03-08,2000.18,541.29,956.08,193881.01,Pending
LPAY00000317,LOAN000029,2025-03-28,299.53,1588.82,349.54,91158.34,Returned
LPAY00000318,LOAN000029,2024-11-15,3058.96,2180.56,750.27,270065.6,Posted
LPAY00000319,LOAN000029,2024-10-03,3383.65,1463.96,818.21,41605.91,Pending
LPAY00000320,LOAN000029,2024-09-17,4012.76,2824.87,175.42,383967.03,Posted
LPAY00000321,LOAN000029,2024-05-16,1943.15,298.7,37.3,41089.35,Posted
LPAY00000322,LOAN000029,2023-11-28,3520.93,146.75,575.16,152999.61,Pending
LPAY00000323,LOAN000029,2024-03-17,2910.75,1965.22,202.24,118568.27,Posted
LPAY00000324,LOAN000029,2023-12-13,1403.89,74.9,675.43,301554.18,Pending
LPAY00000325,LOAN000029,2025-03-02,3511.63,1242.86,990.97,187898.23,Late
LPAY00000326,LOAN000029,2025-04-25,1622.68,1176.22,121.77,388445.05,Late
LPAY00000327,LOAN000029,2024-11-03,2203.29,1572.77,832.82,240561.22,Pending
LPAY00000328,LOAN000029,2025-08-26,1190.34,3952.04,243.47,374458.3,Late
LPAY00000329,LOAN000029,2025-11-13,661.21,2719.03,851.91,193829.74,Returned
LPAY00000330,LOAN000029,2025-08-31,295.3,817.56,804.9,157436.2,Posted
LPAY00000331,LOAN000029,2024-05-03,2351.75,1545.02,481.22,14523.23,Late
LPAY00000332,LOAN000030,2025-09-07,3674.06,2498.98,846.55,214527.71,Posted
LPAY00000333,LOAN000030,2024-03-16,190.8,1399.37,515.48,158467.3,Returned
LPAY00000334,LOAN000030,2025-05-16,3044.79,375.69,942.54,4914.69,Pending
LPAY00000335,LOAN000030,2025-10-21,528.91,2267.3,589.86,308962.99,Pending
LPAY00000336,LOAN000030,2024-07-22,1213.61,358.92,554.36,351026.43,Late
LPAY00000337,LOAN000030,2024-09-29,2507.27,783.45,281.87,63487.9,Returned
LPAY00000338,LOAN000030,2024-12-15,3665.07,2812.92,961.09,207004.29,Posted
LPAY00000339,LOAN000030,2025-09-29,570.09,2723.07,360.4,352202.43,Pending
LPAY00000340,LOAN000030,2025-06-13,988.4,2362.03,693.67,109267.6,Late
LPAY00000341,LOAN000030,2025-10-26,3613.53,1629.87,927.07,362179.28,Late
LPAY00000342,LOAN000030,2024-04-15,3184.79,2789.03,142.93,350402.79,Returned
LPAY00000343,LOAN000030,2024-10-25,3534.76,1145.91,544.98,27280.18,Pending
LPAY00000344,LOAN000030,2024-04-28,923.28,3224.42,344.08,235611.98,Late
LPAY00000345,LOAN000030,2025-04-13,964.98,343.76,123.22,193575.81,Late
LPAY00000346,LOAN000030,2024-11-30,1949.47,289.43,350.63,205186.65,Posted
LPAY00000347,LOAN000030,2024-06-02,3228.49,2232.0,122.73,382181.47,Posted
LPAY00000348,LOAN000030,2024-06-03,2522.69,488.36,346.74,384587.17,Late
LPAY00000349,LOAN000030,2024-08-28,4324.24,640.74,272.49,362577.85,Late
LPAY00000350,LOAN000030,2024-08-05,389.97,931.94,370.18,306806.46,Pending
LPAY00000351,LOAN000030,2025-01-04,2443.07,1995.36,194.99,354065.64,Pending
LPAY00000352,LOAN000030,2024-03-18,109.0,1084.04,436.16,230859.16,Posted
LPAY00000353,LOAN000030,2025-09-13,3669.65,616.41,95.06,395441.9,Returned
LPAY00000354,LOAN000031,2025-05-22,3541.23,2909.7,389.08,37848.31,Returned
LPAY00000355,LOAN000031,2025-05-22,4104.87,261.26,153.5,117695.63,Posted
LPAY00000356,LOAN000032,2024-09-22,893.92,115.39,214.41,220289.85,Pending
LPAY00000357,LOAN000032,2025-11-04,3844.72,3858.73,582.91,122231.07,Pending
LPAY00000358,LOAN000032,2024-02-10,698.32,2329.83,540.56,332917.36,Late
LPAY00000359,LOAN000032,2025-09-16,3932.05,3214.62,255.43,37065.5,Posted
LPAY00000360,LOAN000032,2023-12-01,4417.86,2396.68,237.48,193222.72,Pending
LPAY00000361,LOAN000032,2025-09-03,1228.77,1877.48,572.16,208273.27,Pending
LPAY00000362,LOAN000033,2024-08-19,4656.02,337.74,915.35,389280.59,Posted
LPAY00000363,LOAN000033,2025-01-18,789.45,968.01,474.34,160248.01,Posted
LPAY00000364,LOAN000033,2024-04-01,133.71,2977.88,489.3,269947.45,Returned
LPAY00000365,LOAN000033,2024-03-02,2191.82,671.25,465.97,183241.2,Posted
LPAY00000366,LOAN000033,2024-03-13,4432.49,2143.0,374.57,149865.87,Posted
LPAY00000367,LOAN000033,2025-05-15,4585.27,1324.45,315.27,28172.93,Posted
LPAY00000368,LOAN000033,2024-08-09,3172.77,1081.56,541.8,258007.7,Posted
LPAY00000369,LOAN000033,2024-04-06,1857.35,1160.73,178.74,89943.44,Late
LPAY00000370,LOAN000033,2025-03-07,303.1,1523.37,560.85,203000.31,Late
LPAY00000371,LOAN000033,2024-12-19,4580.47,86.73,529.73,61740.68,Posted
LPAY00000372,LOAN000033,2024-08-26,570.42,55.51,528.04,181794.2,Late
LPAY00000373,LOAN000033,2025-03-19,492.95,2427.18,634.69,314670.43,Returned
LPAY00000374,LOAN000033,2025-02-02,3403.69,1617.74,21.0,298436.97,Pending
LPAY00000375,LOAN000033,2024-12-12,1329.37,3463.34,973.56,132907.92,Posted
LPAY00000376,LOAN000033,2024-08-20,3990.1,2170.79,374.89,52622.39,Returned
LPAY00000377,LOAN000033,2024-06-05,490.5,3382.54,120.85,339009.58,Posted
LPAY00000378,LOAN000033,2024-09-12,840.65,3899.28,525.01,348254.5,Returned
LPAY00000379,LOAN000034,2025-02-05,2164.89,3084.57,209.52,168191.3,Posted
LPAY00000380,LOAN000034,2023-12-12,1790.29,2715.73,394.44,246736.67,Posted
LPAY00000381,LOAN000034,2024-07-06,331.08,1120.1,285.37,47280.7,Returned
LPAY00000382,LOAN000034,2025-02-01,4175.95,3495.88,246.36,10965.78,Returned
LPAY00000383,LOAN000034,2025-09-18,4265.71,3781.19,23.54,192037.93,Late
LPAY00000384,LOAN000034,2024-06-11,4794.87,3474.36,300.45,388150.01,Pending
LPAY00000385,LOAN000034,2025-02-21,4305.86,3381.03,923.14,48618.82,Pending
LPAY00000386,LOAN000034,2025-09-21,1975.35,3658.45,654.2,119278.97,Returned
LPAY00000387,LOAN000034,2025-05-04,3468.94,146.66,533.76,141727.04,Late
LPAY00000388,LOAN000035,2024-01-24,2864.08,854.94,728.62,385512.31,Late
LPAY00000389,LOAN000035,2024-01-11,3052.09,3598.14,827.06,145164.44,Posted
LPAY00000390,LOAN000035,2025-03-27,1034.79,323.26,718.4,163980.31,Late
LPAY00000391,LOAN000035,2025-02-22,1062.23,1016.56,283.1,227216.75,Late
LPAY00000392,LOAN000035,2024-11-24,704.2,2487.67,556.11,317028.53,Returned
LPAY00000393,LOAN000035,2024-07-27,2461.36,673.61,63.0,92764.59,Returned
LPAY00000394,LOAN000035,2025-07-23,2559.99,2217.63,280.26,186685.51,Posted
LPAY00000395,LOAN000035,2024-11-04,3649.35,1730.61,422.09,371746.94,Late
LPAY00000396,LOAN000035,2025-04-14,3969.69,3442.51,170.71,105069.21,Pending
LPAY00000397,LOAN000035,2025-02-24,2486.02,3745.28,407.43,296729.97,Late
LPAY00000398,LOAN000035,2025-01-14,102.17,1602.58,955.77,237050.88,Late
LPAY00000399,LOAN000035,2025-06-23,1766.33,688.04,196.93,233166.84,Posted
LPAY00000400,LOAN000035,2024-02-22,4749.46,168.88,107.06,267755.42,Returned
LPAY00000401,LOAN000035,2025-05-28,655.6,799.69,548.1,76448.61,Posted
LPAY00000402,LOAN000035,2025-06-08,275.39,165.24,360.33,171792.75,Late
LPAY00000403,LOAN000035,2024-08-22,4442.27,699.3,210.91,172099.47,Posted
LPAY00000404,LOAN000035,2024-10-02,3694.93,351.07,823.25,28876.71,Posted
LPAY00000405,LOAN000035,2025-03-19,4717.82,3085.1,927.53,302541.19,Returned
LPAY00000406,LOAN000036,2025-02-19,4882.66,2776.5,596.7,378357.13,Posted
LPAY00000407,LOAN000036,2024-11-19,3750.93,347.53,820.85,19519.68,Returned
LPAY00000408,LOAN000036,2024-07-12,1282.43,191.49,809.4,205524.49,Late
LPAY00000409,LOAN000036,2024-04-01,2353.9,1208.45,393.94,73835.51,Late
LPAY00000410,LOAN000036,2024-11-25,2091.37,3696.74,231.33,382640.86,Returned
LPAY00000411,LOAN000036,2024-10-02,4145.18,3558.62,14.85,325548.41,Pending
LPAY00000412,LOAN000036,2025-04-09,1744.47,3492.28,730.33,38006.48,Pending
LPAY00000413,LOAN000036,2025-08-07,677.21,2254.62,958.26,229997.18,Pending
LPAY00000414,LOAN000036,2025-10-26,4082.17,1324.01,30.07,181896.76,Posted
LPAY00000415,LOAN000036,2024-11-28,4511.87,2107.71,272.59,399335.72,Returned
LPAY00000416,LOAN000036,2024-01-10,351.28,1364.66,149.18,390797.58,Pending
LPAY00000417,LOAN000036,2025-10-18,2994.66,1861.87,743.46,283416.51,Returned
LPAY00000418,LOAN000036,2024-10-06,4751.0,2130.34,728.86,79793.39,Returned
LPAY00000419,LOAN000036,2025-02-16,1691.78,664.57,330.96,161760.26,Pending
LPAY00000420,LOAN000036,2024-07-23,1118.04,917.47,19.76,89868.01,Posted
LPAY00000421,LOAN000036,2025-02-18,2335.9,1555.52,410.98,352716.12,Pending
LPAY00000422,LOAN000036,2025-02-05,4987.93,747.55,254.98,258548.4,Posted
LPAY00000423,LOAN000036,2025-07-23,4553.27,2552.0,809.38,321698.24,Late
LPAY00000424,LOAN000036,2025-11-11,3784.9,479.01,144.7,138238.45,Posted
LPAY00000425,LOAN000036,2024-07-12,3352.54,2035.6,540.03,293779.85,Late
LPAY00000426,LOAN000036,2025-08-15,1586.44,1424.38,827.93,260882.4,Returned
LPAY00000427,LOAN000036,2025-10-09,2518.6,2545.12,769.52,95044.41,Returned
LPAY00000428,LOAN000037,2024-08-14,3548.95,370.24,243.65,384258.67,Late
LPAY00000429,LOAN000037,2024-11-29,3736.3,1740.66,173.7,61787.38,Late
LPAY00000430,LOAN000037,2024-08-11,3838.48,1647.94,45.22,244915.95,Late
LPAY00000431,LOAN000037,2024-04-11,107.13,3801.62,918.66,258928.09,Returned
LPAY00000432,LOAN000037,2025-08-05,3071.73,1525.41,107.17,41390.59,Posted
LPAY00000433,LOAN000037,2024-05-15,3952.53,1514.8,826.72,119609.73,Posted
LPAY00000434,LOAN000037,2025-01-09,4772.82,3989.42,804.9,134726.57,Posted
LPAY00000435,LOAN000038,2025-03-12,1994.5,1507.35,673.62,239414.97,Late
LPAY00000436,LOAN000038,2024-11-02,3747.17,3624.85,826.26,383061.6,Late
LPAY00000437,LOAN000038,2024-11-11,2199.26,3517.54,75.83,99120.85,Posted
LPAY00000438,LOAN000038,2025-10-08,4919.7,3031.44,334.58,72318.72,Posted
LPAY00000439,LOAN000038,2025-01-27,224.24,403.56,35.37,172750.71,Late
LPAY00000440,LOAN000038,2025-06-02,213.9,633.78,118.13,55544.48,Pending
LPAY00000441,LOAN000038,2025-10-11,3001.28,928.77,182.32,10753.64,Pending
LPAY00000442,LOAN000038,2025-01-23,4828.24,3987.49,676.48,219472.85,Late
LPAY00000443,LOAN000038,2024-08-06,2332.25,2072.68,218.9,45043.28,Pending
LPAY00000444,LOAN000038,2024-08-24,830.35,205.93,705.85,91132.27,Returned
LPAY00000445,LOAN000038,2025-08-14,3223.79,1591.27,78.01,178410.36,Late
LPAY00000446,LOAN000038,2024-04-11,2537.13,3644.09,596.4,84336.68,Late
LPAY00000447,LOAN000038,2025-06-10,1672.59,1309.2,254.38,128034.26,Late
LPAY00000448,LOAN000038,2025-07-24,1643.13,466.23,298.6,168980.63,Posted
LPAY00000449,LOAN000038,2025-02-01,1275.55,1997.65,891.0,94878.08,Late
LPAY00000450,LOAN000038,2024-05-01,3808.25,2935.93,431.92,105994.32,Posted
LPAY00000451,LOAN000038,2025-01-22,1571.24,659.12,749.0,354369.84,Posted
LPAY00000452,LOAN000038,2024-04-21,4346.73,1557.73,200.18,312698.03,Late
LPAY00000453,LOAN000039,2024-07-14,2912.47,242.6,333.14,142836.31,Posted
LPAY00000454,LOAN000039,2024-05-31,2774.41,3478.3,210.06,136563.3,Late
LPAY00000455,LOAN000039,2024-12-18,1430.6,76.65,327.42,282893.43,Pending
LPAY00000456,LOAN000039,2024-03-16,2005.95,993.78,55.46,346693.03,Late
LPAY00000457,LOAN000039,2024-07-26,2113.47,2034.33,70.92,221557.8,Returned
LPAY00000458,LOAN000039,2024-05-11,1253.53,1285.73,361.88,329820.46,Pending
LPAY00000459,LOAN000039,2025-02-13,1609.07,169.14,463.2,145752.04,Returned
LPAY00000460,LOAN000039,2024-01-01,359.15,3651.53,185.64,367611.81,Late
LPAY00000461,LOAN000039,2025-11-02,1277.42,844.8,580.07,152943.69,Pending
LPAY00000462,LOAN000039,2025-01-21,273.97,3511.45,131.99,108261.47,Late
LPAY00000463,LOAN000039,2024-04-18,2645.81,2530.83,835.49,311729.58,Late
LPAY00000464,LOAN000039,2024-10-21,228.9,1469.97,907.71,254242.91,Pending
LPAY00000465,LOAN000039,2025-11-02,3139.12,1672.7,442.65,369985.56,Late
LPAY00000466,LOAN000039,2024-03-16,709.0,1535.01,63.32,297232.02,Returned
LPAY00000467,LOAN000039,2024-08-20,4820.38,3406.62,579.24,105117.46,Late
LPAY00000468,LOAN000039,2024-02-10,1549.3,1694.27,194.31,89591.77,Posted
LPAY00000469,LOAN000039,2024-03-19,4938.77,3956.13,219.5,279525.17,Posted
LPAY00000470,LOAN000039,2025-10-07,2821.04,514.29,964.58,17236.19,Returned
LPAY00000471,LOAN000039,2024-07-29,1036.7,2920.67,967.14,219702.17,Posted
LPAY00000472,LOAN000039,2024-08-24,3729.6,3140.88,563.44,313935.49,Posted
LPAY00000473,LOAN000039,2024-04-17,3487.43,2230.33,924.47,366901.15,Returned
LPAY00000474,LOAN000039,2024-10-25,4713.09,2061.89,511.99,372445.55,Pending
LPAY00000475,LOAN000039,2025-08-25,2224.35,178.29,547.5,90837.46,Posted
LPAY00000476,LOAN000040,2025-05-23,2502.86,3164.54,610.3,18791.25,Late
LPAY00000477,LOAN000040,2025-09-29,1863.68,837.0,599.97,112482.46,Late
LPAY00000478,LOAN000040,2024-07-22,3316.43,2085.25,289.06,237423.96,Pending
LPAY00000479,LOAN000040,2024-07-13,971.89,1501.7,522.07,37054.92,Late
LPAY00000480,LOAN000040,2025-03-31,3364.15,1506.44,288.51,165870.7,Posted
LPAY00000481,LOAN000040,2025-10-18,1101.91,3367.75,44.94,5353.65,Pending
LPAY00000482,LOAN000040,2024-10-31,3316.34,3841.26,863.47,25155.93,Posted
LPAY00000483,LOAN000040,2024-07-09,1222.66,1451.65,692.74,146024.49,Posted
LPAY00000484,LOAN000040,2024-12-05,566.27,2198.36,827.19,373019.29,Returned
LPAY00000485,LOAN000040,2024-01-01,4632.64,3745.74,100.77,64528.07,Returned
LPAY00000486,LOAN000040,2025-07-05,1549.66,945.1,499.53,305110.5,Posted
LPAY00000487,LOAN000040,2025-03-05,3184.19,2811.33,95.95,201007.67,Posted
LPAY00000488,LOAN000040,2024-02-16,4447.67,2594.73,399.1,110937.94,Posted
LPAY00000489,LOAN000040,2025-04-30,4642.56,2642.69,481.8,338067.49,Late
LPAY00000490,LOAN000040,2024-10-05,1402.97,1518.93,496.74,298096.19,Posted
LPAY00000491,LOAN000040,2024-08-27,2492.84,2357.5,79.48,145733.95,Pending
LPAY00000492,LOAN000040,2024-08-28,957.06,1464.58,350.62,90372.98,Pending
LPAY00000493,LOAN000040,2024-07-03,1069.76,1066.51,849.66,219123.87,Posted
LPAY00000494,LOAN000040,2024-03-01,396.58,3051.86,818.95,13360.95,Posted
LPAY00000495,LOAN000040,2025-06-04,1328.69,137.63,792.23,321635.58,Returned
LPAY00000496,LOAN000040,2024-08-07,1939.95,160.91,961.9,396299.34,Pending
LPAY00000497,LOAN000040,2024-11-06,3382.03,1513.29,761.27,218071.86,Late
LPAY00000498,LOAN000041,2025-08-02,575.99,2940.95,317.53,115528.29,Posted
LPAY00000499,LOAN000041,2024-07-16,4866.78,742.89,791.43,102147.08,Pending
LPAY00000500,LOAN000041,2025-09-05,4909.56,2506.84,64.42,296899.37,Late
LPAY00000501,LOAN000041,2024-07-27,2829.42,2275.13,956.16,35412.29,Returned
LPAY00000502,LOAN000041,2024-07-20,642.51,326.87,423.37,389362.31,Posted
LPAY00000503,LOAN000041,2024-02-14,848.48,3498.5,693.05,275453.25,Pending
LPAY00000504,LOAN000041,2024-08-18,4411.13,1268.73,313.41,258486.24,Late
LPAY00000505,LOAN000041,2025-11-20,2993.62,995.04,767.37,79087.84,Posted
LPAY00000506,LOAN000041,2024-03-16,4619.4,1932.55,229.58,368515.54,Pending
LPAY00000507,LOAN000041,2023-12-03,1442.32,721.25,596.53,144752.45,Pending
LPAY00000508,LOAN000042,2025-09-24,1531.62,1810.92,668.6,111799.0,Late
LPAY00000509,LOAN000042,2024-10-20,4406.96,3233.48,301.6,105094.67,Late
LPAY00000510,LOAN000042,2024-04-20,2224.31,1386.1,130.02,40339.89,Posted
LPAY00000511,LOAN000042,2025-09-12,4749.92,1520.73,839.08,287992.65,Posted
LPAY00000512,LOAN000042,2024-11-29,4427.75,2360.3,938.29,213484.65,Pending
LPAY00000513,LOAN000042,2025-05-07,2185.65,3899.64,565.29,165299.33,Posted
LPAY00000514,LOAN000042,2024-06-21,3320.16,3917.06,239.88,95630.88,Late
LPAY00000515,LOAN000042,2025-08-12,450.36,2643.55,335.39,66853.66,Late
LPAY00000516,LOAN000042,2025-02-26,2919.34,3192.95,367.98,8689.28,Posted
LPAY00000517,LOAN000042,2024-07-31,2070.43,2653.35,65.36,333428.09,Posted
LPAY00000518,LOAN000042,2024-01-24,1151.5,675.47,475.13,339956.2,Pending
LPAY00000519,LOAN000042,2025-09-26,2604.48,1205.51,284.62,379509.18,Returned
LPAY00000520,LOAN000042,2024-11-22,2247.33,1139.02,349.89,110279.35,Late
LPAY00000521,LOAN000042,2024-01-28,700.01,3757.4,762.08,93489.38,Pending
LPAY00000522,LOAN000042,2025-11-18,429.2,1387.84,984.34,336568.07,Returned
LPAY00000523,LOAN000042,2024-10-18,1907.46,2146.21,958.82,149254.06,Posted
LPAY00000524,LOAN000043,2024-10-19,4665.3,3874.87,783.49,134969.36,Posted
LPAY00000525,LOAN000043,2024-08-31,810.74,2252.99,258.05,31539.56,Pending
LPAY00000526,LOAN000043,2024-09-05,359.62,499.23,869.57,122299.66,Returned
LPAY00000527,LOAN000043,2025-06-13,4411.71,735.53,678.51,243324.08,Late
LPAY00000528,LOAN000043,2024-12-20,1082.15,440.3,411.39,322532.79,Posted
LPAY00000529,LOAN000043,2024-10-26,1482.04,1197.85,828.79,219347.57,Posted
LPAY00000530,LOAN000043,2024-12-17,1413.61,91.4,523.83,290810.38,Posted
LPAY00000531,LOAN000043,2024-01-13,3349.22,1129.18,167.91,312696.89,Returned
LPAY00000532,LOAN000043,2024-03-03,2049.59,472.69,617.18,15881.19,Returned
LPAY00000533,LOAN000043,2024-03-28,2755.49,2386.66,335.85,230885.97,Posted
LPAY00000534,LOAN000043,2025-04-06,593.45,2246.15,504.58,390613.43,Returned
LPAY00000535,LOAN000043,2024-06-10,3731.38,1367.3,909.2,277939.94,Posted
LPAY00000536,LOAN000043,2024-09-17,4253.19,316.0,882.43,173995.6,Posted
LPAY00000537,LOAN000043,2024-01-02,2918.92,3602.58,436.11,325016.43,Late
LPAY00000538,LOAN000044,2024-09-14,2797.04,141.33,965.68,397447.87,Late
LPAY00000539,LOAN000044,2025-06-27,3308.25,1495.34,615.84,323518.6,Posted
LPAY00000540,LOAN000044,2024-12-13,4744.76,1189.38,702.54,266924.79,Posted
LPAY00000541,LOAN000044,2024-10-11,2619.56,2361.38,346.53,43168.66,Posted
LPAY00000542,LOAN000045,2024-10-30,3424.2,3086.51,495.27,337774.92,Returned
LPAY00000543,LOAN000045,2025-05-03,1432.0,3953.77,563.9,128832.61,Late
LPAY00000544,LOAN000045,2024-03-04,4487.41,3464.29,458.28,183751.71,Posted
LPAY00000545,LOAN000046,2024-10-30,2899.6,1197.17,149.19,38449.99,Pending
LPAY00000546,LOAN000046,2025-02-02,4824.5,2761.13,564.58,245599.69,Returned
LPAY00000547,LOAN000046,2024-04-01,3131.29,1874.47,965.98,325454.18,Late
LPAY00000548,LOAN000046,2024-08-05,207.34,469.98,551.54,117618.83,Posted
LPAY00000549,LOAN000046,2024-02-22,814.68,2942.73,885.68,376830.35,Pending
LPAY00000550,LOAN000046,2025-04-11,2643.94,1808.24,934.85,246049.86,Pending
LPAY00000551,LOAN000046,2025-10-09,1094.72,505.39,302.54,186698.95,Posted
LPAY00000552,LOAN000046,2025-02-15,112.81,1614.71,702.13,74403.95,Returned
LPAY00000553,LOAN000046,2025-06-29,4531.21,3847.12,159.12,312485.7,Late
LPAY00000554,LOAN000046,2025-04-30,2266.7,714.2,858.72,289982.69,Late
LPAY00000555,LOAN000046,2025-05-03,988.12,1807.28,445.01,55186.28,Posted
LPAY00000556,LOAN000046,2024-09-07,2044.81,1505.98,281.45,233186.13,Posted
LPAY00000557,LOAN000046,2024-11-16,4696.73,2016.18,963.61,96961.82,Late
LPAY00000558,LOAN000046,2024-01-11,1284.57,3112.37,380.75,315562.32,Posted
LPAY00000559,LOAN000046,2024-06-23,3863.1,2090.2,13.94,160866.36,Pending
LPAY00000560,LOAN000046,2024-04-25,1375.74,535.92,447.71,354863.26,Late
LPAY00000561,LOAN000046,2024-04-10,3476.6,1978.05,588.0,55114.72,Posted
LPAY00000562,LOAN000046,2024-04-04,4691.11,1744.68,947.89,384492.85,Returned
LPAY00000563,LOAN000046,2023-12-14,3117.35,3133.23,39.0,108490.82,Returned
LPAY00000564,LOAN000046,2025-06-27,107.52,2786.6,535.34,215515.33,Pending
LPAY00000565,LOAN000046,2025-04-19,2933.65,2271.88,866.47,195795.49,Returned
LPAY00000566,LOAN000046,2024-07-24,291.2,322.91,670.89,357462.85,Late
LPAY00000567,LOAN000046,2023-12-22,947.16,1106.57,256.23,18727.36,Pending
LPAY00000568,LOAN000047,2024-04-15,1163.94,613.59,31.43,86705.12,Returned
LPAY00000569,LOAN000047,2024-07-28,3300.34,1092.88,44.87,235883.01,Late
LPAY00000570,LOAN000047,2024-01-11,3694.45,630.68,33.72,236102.36,Pending
LPAY00000571,LOAN000047,2025-08-05,3489.94,2080.6,130.73,218515.45,Pending
LPAY00000572,LOAN000047,2025-02-11,1021.56,3662.94,113.59,329353.15,Pending
LPAY00000573,LOAN000047,2025-10-12,4668.93,2999.58,314.11,10939.22,Pending
LPAY00000574,LOAN000047,2024-07-06,3221.04,2757.91,603.06,323906.24,Returned
LPAY00000575,LOAN000047,2024-06-11,1906.96,2239.77,598.96,197797.79,Late
LPAY00000576,LOAN000047,2024-09-23,3311.88,1070.19,881.26,69119.32,Pending
LPAY00000577,LOAN000047,2024-05-22,2053.11,3978.73,173.43,134543.48,Late
LPAY00000578,LOAN000047,2024-10-02,1465.43,1873.93,932.35,398517.42,Returned
LPAY00000579,LOAN000047,2025-01-28,779.6,1479.19,820.02,218394.51,Late
LPAY00000580,LOAN000047,2025-09-30,4841.61,1658.61,795.71,365008.43,Late
LPAY00000581,LOAN000047,2024-12-05,224.93,327.24,671.74,324378.4,Pending
LPAY00000582,LOAN000047,2024-02-10,1425.38,3407.17,123.55,222269.77,Posted
LPAY00000583,LOAN000047,2023-12-17,2106.26,1852.39,186.81,41389.35,Returned
LPAY00000584,LOAN000047,2024-03-08,3281.63,2895.49,414.62,73278.52,Returned
LPAY00000585,LOAN000047,2024-04-28,1429.11,763.39,28.37,19815.54,Pending
LPAY00000586,LOAN000047,2025-09-13,3940.27,317.67,44.43,237002.14,Late
LPAY00000587,LOAN000047,2025-03-05,1150.36,2361.2,749.57,397279.07,Posted
LPAY00000588,LOAN000048,2024-12-06,4007.14,3441.15,704.95,114870.19,Returned
LPAY00000589,LOAN000048,2025-07-20,3569.12,1991.66,769.32,316740.05,Returned
LPAY00000590,LOAN000048,2025-07-06,4038.51,2716.05,77.61,344718.78,Returned
LPAY00000591,LOAN000048,2025-10-17,2227.15,237.95,274.55,57705.41,Pending
LPAY00000592,LOAN000048,2024-08-27,1480.1,1187.68,360.31,30246.8,Posted
LPAY00000593,LOAN000048,2024-01-10,2238.07,1933.68,288.76,60117.89,Posted
LPAY00000594,LOAN000048,2025-03-08,808.49,411.47,285.65,185957.33,Posted
LPAY00000595,LOAN000048,2025-04-01,4831.59,2671.05,823.12,239415.81,Posted
LPAY00000596,LOAN000048,2024-07-05,380.8,2094.58,229.47,225924.1,Pending
LPAY00000597,LOAN000048,2024-08-07,661.19,2999.44,729.94,58047.05,Returned
LPAY00000598,LOAN000048,2025-09-26,2138.82,3603.76,668.82,227987.58,Pending
LPAY00000599,LOAN000048,2025-07-16,1641.36,1808.13,815.91,39809.43,Late
LPAY00000600,LOAN000048,2025-10-04,3989.0,1156.68,505.98,380492.72,Late
LPAY00000601,LOAN000048,2025-06-10,1391.67,1101.06,640.8,314893.49,Late
LPAY00000602,LOAN000048,2024-09-10,1607.95,3670.21,226.02,192954.48,Posted
LPAY00000603,LOAN000048,2025-08-23,783.35,3685.48,391.81,97161.19,Returned
LPAY00000604,LOAN000048,2024-11-23,3219.62,2469.12,482.47,110000.88,Returned
LPAY00000605,LOAN000048,2025-01-04,4483.72,1869.3,424.39,152095.88,Returned
LPAY00000606,LOAN000048,2024-07-04,1947.94,3745.25,806.36,385721.9,Posted
LPAY00000607,LOAN000048,2025-04-12,1583.31,2066.11,399.07,234101.46,Late
LPAY00000608,LOAN000048,2025-11-11,1141.28,1241.94,150.4,45132.24,Late
LPAY00000609,LOAN000048,2024-11-27,1078.05,586.4,682.8,288862.39,Late
LPAY00000610,LOAN000049,2024-02-13,752.71,1259.35,104.13,7512.56,Pending
LPAY00000611,LOAN000049,2025-01-05,4727.27,219.47,62.25,337272.32,Posted
LPAY00000612,LOAN000049,2024-03-01,4787.46,808.01,372.07,305678.44,Returned
LPAY00000613,LOAN000049,2024-04-07,380.83,2401.7,94.75,362760.47,Returned
LPAY00000614,LOAN000049,2024-09-27,1831.78,2496.81,580.89,14232.99,Late
LPAY00000615,LOAN000049,2024-08-11,4953.44,905.7,262.98,7793.62,Posted
LPAY00000616,LOAN000049,2024-07-02,1853.83,3875.75,594.48,24507.18,Pending
LPAY00000617,LOAN000049,2024-12-27,1434.69,3851.25,121.14,364391.14,Late
LPAY00000618,LOAN000049,2025-10-16,716.35,2808.92,891.13,70928.16,Pending
LPAY00000619,LOAN000049,2023-12-20,4108.26,2677.81,565.33,234695.91,Posted
LPAY00000620,LOAN000049,2025-05-12,4953.72,443.54,794.16,279552.3,Posted
LPAY00000621,LOAN000049,2024-11-20,1750.82,2314.75,578.93,338198.45,Late
LPAY00000622,LOAN000049,2024-04-18,3899.2,3656.39,79.41,278107.24,Posted
LPAY00000623,LOAN000049,2024-09-06,2017.97,1324.48,803.62,152252.34,Posted
LPAY00000624,LOAN000049,2025-07-26,2774.83,481.24,475.69,1114.96,Pending
LPAY00000625,LOAN000049,2024-05-11,316.73,1033.04,696.93,81236.1,Pending
LPAY00000626,LOAN000049,2024-10-13,446.93,1183.43,975.59,278470.61,Posted
LPAY00000627,LOAN000049,2024-07-30,2939.77,3301.71,657.78,135834.55,Late
LPAY00000628,LOAN000049,2024-05-14,691.22,299.63,865.74,343973.34,Returned
